vw,f,vs,Ra
-2.770619374,-3.695537382,3.827853404,-0.300756246
-2.427827433,-3.345211692,3.822353276,-0.375829686
-2.984181522,-3.148005437,3.689337651,-0.327237149
-2.680657019,-3.363150459,3.58912146,-0.357159519
-2.252387494,-3.348370363,4.001814379,-0.449584926
-2.986251356,-3.683105117,3.603814765,-0.278409878
-2.264576512,-3.367430763,4.005240332,-0.443195816
-2.422830592,-2.709955463,3.64227286,-0.350231875
-2.671237682,-3.350699592,3.586314208,-0.361287946
-2.420048618,-3.340281767,3.819667725,-0.377272927
-2.762673115,-3.679510826,3.817748904,-0.301903768
-2.586321757,-3.68602631,4.008077816,-0.325791588
-2.305927777,-3.567939096,4.00611072,-0.32543221
-2.758806618,-3.677579414,3.818007808,-0.301789868
-2.429617764,-3.356607793,3.829237644,-0.372715488
-2.99243538,-3.683680432,3.598209252,-0.27651029
-3.515940434,-4.21102541,3.601799728,-0.18440348
-2.670960025,-2.467019586,3.824072382,-0.333035803
-3.517092269,-4.204626509,3.59812705,-0.184116902
-3.280228348,-4.22026859,3.830028004,-0.183850723
-2.58574168,-3.678760596,4.003244427,-0.325534664
-3.517757594,-4.196363495,3.589035906,-0.182353771
-3.005959819,-3.690051747,3.592695507,-0.274858311
-2.758306528,-3.685740593,3.826388873,-0.302352229
-2.670052121,-3.359896218,3.594946829,-0.358118508
-2.983347289,-3.681370627,3.605389229,-0.277848935
-2.651904802,-3.339553971,3.588869006,-0.364385478
-3.02685163,-3.710102868,3.599539269,-0.272186705
-2.579541821,-3.683330683,4.012370867,-0.326395529
-3.502084423,-4.207362696,3.610259019,-0.186670433
-2.979831826,-3.677837642,3.60681087,-0.280041729
-2.249273545,-3.351723655,4.011311335,-0.450971377
-2.775712985,-3.69895635,3.821500622,-0.298031149
-3.122348409,-4.216814223,4.00225083,-0.327181122
-2.65521536,-3.352502216,3.604096713,-0.362504054
-3.556059911,-3.56948594,3.601982018,-0.311663925
-2.674445618,-3.361423023,3.595992611,-0.358641838
-2.792221342,-3.70666601,3.815746524,-0.296923047
-2.641361936,-3.337662994,3.602381471,-0.366042641
-3.512655418,-4.200154373,3.59582085,-0.185035432
-2.448371977,-3.365634637,3.816845223,-0.367489937
-2.26111139,-3.360679343,4.003606475,-0.445129062
-2.650575533,-3.347562556,3.603655841,-0.363852167
-3.243094354,-4.168009705,3.82392918,-0.189438119
-2.563703905,-3.448015308,3.995004732,-0.287164079
-2.54544837,-2.689776423,3.711156353,-0.366292858
-3.473478728,-4.184039358,3.607387722,-0.187018665
-2.249883396,-3.348610186,4.008317103,-0.453376406
-2.413296144,-3.337954645,3.827867664,-0.379945361
-3.266253495,-4.202163678,3.82573222,-0.185743872
-2.428690489,-3.34822198,3.820766182,-0.373131645
-3.510180378,-4.19925668,3.59737083,-0.185322669
-2.57938313,-3.686687967,4.014730196,-0.326967113
-2.768676996,-3.694757419,3.82700875,-0.301932552
-2.544662418,-2.452569984,4.007108082,-0.26165455
-2.266219404,-3.362805707,4.005085569,-0.448174023
-2.97324673,-3.673960729,3.60532722,-0.279785934
-3.491936471,-4.20620511,3.612309679,-0.186708479
-2.248410486,-3.348831967,4.009574263,-0.451490926
-3.28909628,-4.22029039,3.823640792,-0.181232536
-2.258244314,-3.347981456,3.996741443,-0.449833597
-2.419191886,-3.3461011,3.831286216,-0.376452569
-2.04069322,-2.442614737,3.974010252,-0.366619672
-2.590194407,-3.688423053,4.006076762,-0.325355959
-2.602832055,-3.702079707,4.004095244,-0.322250455
-2.436108762,-3.355134466,3.820865118,-0.371760001
-2.588675756,-3.683324602,4.002855102,-0.324153134
-3.303570175,-4.224364251,3.819815575,-0.18192679
-5.343739936,-3.066266688,3.726152694,-0.339103688
-3.114221118,-4.212555531,4.006894202,-0.328468856
-2.659331485,-3.350301618,3.596642295,-0.362407533
-2.788198249,-3.70537373,3.820408821,-0.297645809
-2.97080219,-3.671898128,3.608130708,-0.281526617
-3.240847653,-4.163090774,3.821100375,-0.188223091
-2.436580567,-3.355675019,3.817720997,-0.370646181
-3.526170244,-4.222373685,3.604720542,-0.18331682
-3.487346333,-4.180869211,3.601565167,-0.187269404
-2.593337738,-3.689290555,4.00595918,-0.324980966
-3.288177648,-4.210062538,3.819543143,-0.182796052
-2.417543157,-3.343408768,3.829004678,-0.375020198
-2.262120006,-3.358199223,4.001885108,-0.447282757
-2.413305639,-2.941665502,3.800657976,-0.278109877
-3.096488279,-4.180801819,4.000044327,-0.332094691
-3.096699075,-4.177430365,3.995597259,-0.330719412
-3.108571491,-4.204116151,4.001424822,-0.326453784
-2.58336131,-3.68081141,4.005538006,-0.326268304
-2.589553786,-3.685964422,4.001109503,-0.322359126
-2.423918715,-3.351535889,3.832835284,-0.377634968
-2.257158258,-3.355739231,4.004679618,-0.449257287
-2.438139132,-3.356289501,3.819251602,-0.373083824
-2.595838402,-3.699849462,4.010310572,-0.323045986
-2.625896992,-3.333037025,3.615608495,-0.370810699
-2.764455499,-3.692701844,3.828387908,-0.302045279
-2.675358434,-3.359245391,3.591502908,-0.359094379
-3.290657439,-4.215637019,3.821246764,-0.181870712
-2.775497831,-3.693412715,3.819086205,-0.300043946
-3.125053058,-2.416907408,4.005994549,-0.327346153
-2.653688068,-3.342447456,3.592869104,-0.364826661
-2.577520649,-3.675087146,4.00900488,-0.329072005
-2.258821548,-3.361199592,4.008744304,-0.449144611
-2.658348043,-3.355606213,3.607345905,-0.363194122
-5.769011812,-4.030681092,3.676332518,-0.270444324
-2.407614815,-3.330815825,3.82616854,-0.381581487
-2.447244426,-3.798538878,3.943086705,-0.326260287
-3.499881801,-4.189715516,3.594530101,-0.185096383
-3.119646528,-4.223074732,4.007965058,-0.328774217
-2.983589963,-3.67645615,3.593178761,-0.276570893
-3.265928086,-4.204108564,3.827020632,-0.184466007
-2.421908217,-3.341698119,3.82087993,-0.376587416
-3.011003784,-3.697148038,3.595845202,-0.274159353
-3.002374547,-3.698112189,3.605000897,-0.274816728
-2.755114841,-3.685556475,3.830749836,-0.303157794
-2.64450494,-3.343567194,3.603067803,-0.367109397
-2.423899184,-3.34708577,3.826752673,-0.375273365
-2.997316173,-3.692960082,3.601506724,-0.273968707
-2.744394721,-3.66679668,3.824367896,-0.306845138
-3.128233079,-4.225085601,4.001962084,-0.325062408
-3.109151059,-4.221381583,4.009820161,-0.329111817
-3.269331817,-4.206356609,3.830695586,-0.18670531
-2.667549076,-3.358913465,3.599439726,-0.359327812
-3.485773193,-4.185055967,3.601539668,-0.18695932
-3.011591664,-3.695845156,3.592589915,-0.273231983
-2.248013593,-3.34907328,4.010228626,-0.451404703
-2.588545285,-3.689688069,4.005791753,-0.324936049
-2.254580423,-3.351040515,4.002553534,-0.446706782
-2.683527642,-3.368760714,3.596844878,-0.356773642
-3.520721632,-4.209368511,3.601431345,-0.184376762
-3.514989118,-4.205288533,3.601034487,-0.184839494
-2.44567122,-3.360954098,3.816269186,-0.371188173
-2.582605263,-3.677596697,4.003458642,-0.325817403
-3.496466622,-4.210967545,3.617260409,-0.186559297
-2.245707768,-3.343795614,4.008408475,-0.453773915
-3.103373457,-4.19773233,4.007542418,-0.332546203
-2.868193478,-2.902249216,3.895915464,-0.286182846
-2.427789261,-3.351383356,3.8282308,-0.375397132
-3.029838519,-3.708243399,3.592229566,-0.270797913
-3.10022972,-4.191086176,4.004112436,-0.332743923
-2.783473326,-4.089144476,3.702312876,-0.319124237
-2.431134543,-3.35951686,3.832491589,-0.37284079
-2.741505166,-3.662021529,3.819705361,-0.306000394
-2.666713228,-3.357010139,3.597345205,-0.359100706
-2.250413195,-3.349222033,4.00552933,-0.449905518
-3.009756728,-3.698284337,3.599954231,-0.273751383
-3.047836328,-2.943449228,3.971456831,-0.289617425
-3.250244904,-4.181043004,3.826953935,-0.187542285
-2.671432026,-3.359361145,3.595355693,-0.360339159
-3.278991054,-4.21693327,3.825170746,-0.182983621
-3.107566788,-4.194056615,4.000079635,-0.329629008
-3.556767372,-4.230157704,3.594310778,-0.17997748
-2.755148944,-2.57855307,3.833123728,-0.270822189
-3.512654211,-4.198554937,3.597741222,-0.1856173
-2.999090523,-3.692949951,3.606484479,-0.276955555
-2.999059369,-3.694226817,3.60417988,-0.274605684
-2.659442336,-3.355626321,3.603137649,-0.36075559
-3.090457507,-4.189949883,4.007439203,-0.331542059
-2.67622878,-3.359054047,3.594739715,-0.361691596
-2.395561263,-3.326611542,3.835297511,-0.384878283
-2.666418409,-3.355892079,3.598748871,-0.361569736
-2.253177122,-3.350420995,4.004625198,-0.449912253
-3.114833434,-4.207555013,4.003632108,-0.330037929
-2.767313407,-3.691953327,3.82423524,-0.30095282
-3.098462771,-4.201169666,4.010113771,-0.332868338
-2.659372271,-3.348804811,3.596601752,-0.362169775
-3.311471791,-4.228026435,3.817453673,-0.18072576
-3.519475953,-4.208654141,3.600229337,-0.18569003
-3.491358977,-4.192681693,3.605095118,-0.185760044
-2.253559968,-3.352011642,4.009135612,-0.451887501
-2.251868568,-3.350998251,4.008285304,-0.451905659
-3.088593624,-4.197738759,4.01305202,-0.333491501
-3.284039539,-4.211954737,3.823408824,-0.183013957
-2.648291744,-3.346978417,3.606267538,-0.364458864
-3.289244675,-4.211098877,3.816608106,-0.18081277
-2.752879533,-3.67249459,3.819650803,-0.305308475
-2.769793246,-3.694562983,3.823801089,-0.301055777
-2.583939755,-3.68104726,4.004774723,-0.325069666
-2.582660865,-3.68140312,4.009062026,-0.328117175
-2.576488357,-3.669417193,4.003260918,-0.326876388
-2.981369178,-3.683928476,3.609457754,-0.278626407
-3.11798632,-2.80356859,3.823402252,-0.261490004
-2.359078185,-3.352831589,3.759613846,-0.30056577
-3.08613148,-4.191021908,4.010316877,-0.332511264
-3.110253313,-4.21552641,4.006908017,-0.327568148
-3.546501332,-4.229057279,3.601261763,-0.183230925
-2.753990004,-3.677380172,3.825231688,-0.303759502
-2.779666332,-3.699997589,3.819182767,-0.298424855
-2.978168144,-3.680474444,3.60922873,-0.279633058
-2.660356022,-3.35064342,3.597974988,-0.362402932
-2.74471516,-3.675078339,3.831585049,-0.307647439
-2.984846332,-3.679810039,3.601732504,-0.277560291
-2.264875408,-3.366433093,4.00796432,-0.446454437
-2.673043693,-3.364112247,3.603414648,-0.360326497
-3.299640868,-4.23557755,3.82645853,-0.180469622
-3.547082019,-3.002905055,3.8246927,-0.287879145
-2.755632931,-3.683488854,3.827042957,-0.303190567
-2.994933487,-3.691589572,3.605508255,-0.277327338
-2.669979903,-3.362285636,3.603259712,-0.358808334
-3.273013281,-4.202853366,3.823669628,-0.183951058
-3.055880327,-2.796970369,3.601206558,-0.306949509
-3.033520184,-3.507843518,3.8181397,-0.320603748
-3.099696545,-4.1872532,4.002970323,-0.330946678
-2.742639995,-3.671017942,3.832429484,-0.30754988
-3.279180671,-4.213444032,3.823309909,-0.183034154
-3.246498617,-4.182532783,3.827263584,-0.187488413
-2.633603658,-3.335891618,3.611139287,-0.369408051
-3.502527451,-4.213007836,3.608515863,-0.184922589
-2.435043833,-3.362888805,3.832644841,-0.372934528
-2.660960235,-3.352688573,3.598784696,-0.35977881
-2.439485103,-3.355487586,3.819584871,-0.373164029
-2.648301721,-3.353510308,3.615943039,-0.364627517
-2.445672212,-3.365948344,3.819643293,-0.369107512
-2.588281579,-3.689312826,4.009250635,-0.325656667
-2.76962704,-3.691253248,3.82265038,-0.300565531
-3.076779254,-4.169003934,4.005436669,-0.334360945
-2.437577271,-3.358370163,3.824491116,-0.371186146
-3.09097704,-3.333288824,3.908741241,-0.341626162
-2.569751481,-3.668348914,4.011506127,-0.330174882
-3.265425933,-4.205658896,3.829348759,-0.185457052
-2.423337002,-3.350949234,3.830239379,-0.374948998
-2.65017098,-3.343948392,3.594322099,-0.361806064
-2.752090087,-3.687754022,3.834124723,-0.301616525
-2.753970835,-3.837333705,3.931085733,-0.25473143
-2.441298262,-3.351824726,3.80810733,-0.370273773
-3.538536445,-4.235299485,3.604585958,-0.179872048
-3.523067415,-4.198785765,3.589279655,-0.184282182
-2.25258417,-3.356923602,4.013933448,-0.451119899
-3.267069364,-4.182315481,3.816642332,-0.187534472
-2.406848775,-2.298246581,3.904000806,-0.291089071
-3.993377201,-3.339320072,3.658302371,-0.334936826
-2.255927166,-3.358758092,4.010003988,-0.447275012
-2.97944537,-3.677660133,3.60349709,-0.277814763
-3.534616125,-4.218991051,3.600832507,-0.184470599
-2.653191505,-3.345090189,3.59582146,-0.363157541
-2.775280073,-3.704269645,3.827737166,-0.300004375
-3.003432884,-3.697675032,3.602343788,-0.271392156
-3.104573898,-4.2025185,4.008077176,-0.332491568
-2.633313662,-3.336586935,3.610775781,-0.369072666
-3.261812859,-4.196853297,3.827978884,-0.18685066
-2.652077922,-3.349208691,3.608439982,-0.364595729
-3.513410729,-4.202759291,3.600984801,-0.18579578
-2.439150991,-3.357207128,3.817742401,-0.371288838
-2.577972176,-3.673733547,4.007346578,-0.328373702
-2.249618868,-3.34435163,4.003148473,-0.451532791
-2.581537364,-3.677224139,4.007217026,-0.328929455
-2.406669861,-3.338493663,3.836804112,-0.380123552
-2.434276954,-3.364288928,3.835115502,-0.372448639
-2.429438169,-3.347855482,3.817179043,-0.37123368
-2.770764686,-3.688275789,3.816499375,-0.30046409
-3.234258328,-4.176684054,3.829433646,-0.187291549
-3.55634293,-3.959742957,4.007279597,-0.266079249
-3.093526719,-4.197322183,4.008942621,-0.33223039
-3.502748667,-4.201216382,3.602253264,-0.184913499
-3.14033972,-4.231558133,3.99789977,-0.323135292
-2.432645445,-3.347920302,3.815852794,-0.373451285
-3.512351172,-4.211549941,3.604842555,-0.184581634
-2.424300976,-3.349178898,3.828604517,-0.377675547
-2.587203287,-3.696017282,4.014799744,-0.324986844
-3.104476995,-4.212824678,4.010434272,-0.329858364
-2.429692503,-3.352167925,3.823849457,-0.372441862
-2.590296802,-3.679303971,4.001702386,-0.327815912
-2.670296314,-3.362174065,3.598934382,-0.359164657
-3.545533509,-4.233051355,3.601875079,-0.182877595
-2.99641026,-3.688318545,3.599802898,-0.2755386
-3.526390366,-4.212162358,3.602659475,-0.185417251
-3.000019103,-3.697076127,3.608294912,-0.276368472
-2.754675978,-3.675374793,3.818717798,-0.302089725
-2.256793336,-3.352793966,4.001210838,-0.44780685
-2.601531074,-3.69696113,4.001868258,-0.320727295
-2.429187658,-3.350622693,3.824879598,-0.376350732
-2.673201161,-3.35951915,3.592488074,-0.356676688
-2.590459246,-3.695848708,4.01243691,-0.324825547
-2.584647028,-3.680399225,4.003594874,-0.326374275
-2.991102526,-3.693177059,3.609757257,-0.275559865
-2.757897084,-3.67939801,3.820438086,-0.303676945
-3.257371087,-4.188976475,3.827954594,-0.187891609
-2.727914597,-5.108453418,3.667733145,-0.249088652
-2.590322425,-3.683379479,4.002411435,-0.324230159
-2.434886284,-3.352709394,3.819471818,-0.374405227
-2.654195675,-3.347196333,3.597289497,-0.362743411
-3.105492754,-4.207629248,4.006990057,-0.330165028
-3.103302547,-4.211013046,4.010062966,-0.329053932
-3.242169945,-4.18567871,3.834212008,-0.188069245
-2.582772009,-3.687610764,4.012976398,-0.327374186
-3.095481922,-4.195567044,4.007242167,-0.331131888
-2.427148959,-3.354533318,3.829748862,-0.374516866
-3.093670266,-4.030108591,3.913431828,-0.305961337
-2.256191751,-3.358855442,4.009888634,-0.447323111
-3.501417614,-4.203836023,3.603041068,-0.184279115
-2.246160563,-3.339960013,4.003684572,-0.454010351
-3.254387064,-4.187853137,3.82581964,-0.186721521
-2.760944525,-3.684147107,3.822206068,-0.300801098
-3.495247098,-4.199612392,3.606406786,-0.184802042
-2.99549556,-3.685097901,3.595333943,-0.275460806
-3.098250725,-4.204673701,4.010159294,-0.330397349
-3.523561846,-4.222636134,3.608397316,-0.182635533
-2.754153534,-3.674745633,3.821458629,-0.303656392
-2.590178046,-3.689750511,4.005796824,-0.323941708
-2.654179338,-3.351845048,3.605801112,-0.363643942
-3.291451746,-4.210394203,3.816373679,-0.182497708
-2.423917317,-3.348236834,3.826419671,-0.375508429
-2.262523285,-3.368448935,4.01143905,-0.446501256
-2.430617591,-3.348293271,3.819018649,-0.373762109
-2.050556804,-2.793224318,3.871848471,-0.330213855
-2.24777221,-3.34381374,4.006345537,-0.453933215
-3.096173101,-4.18728449,4.003298674,-0.332475374
-3.518627094,-4.199378504,3.593094107,-0.184566839
-2.661503088,-3.363192902,3.615492957,-0.363057578
-2.647660441,-3.347375873,3.612337432,-0.36745941
-3.497717337,-4.196644716,3.602587952,-0.185748363
-3.515853775,-4.199975406,3.595198006,-0.184846034
-3.107577196,-4.205362965,4.006448623,-0.329018576
-2.775149147,-3.691241843,3.814924561,-0.299045741
-2.768436098,-3.687149017,3.818237763,-0.300407495
-3.104218397,-4.179723406,3.995290204,-0.330612598
-2.580444176,-3.679316676,4.007346003,-0.326487901
-2.56962205,-3.665580249,4.007393562,-0.329179088
-2.762562131,-3.683913644,3.821305801,-0.301776603
-2.759740425,-3.694022269,3.831339415,-0.300254293
-2.248237445,-3.348965314,4.012100194,-0.452668355
-2.254228324,-3.352021326,4.007844715,-0.44993603
-3.019589,-3.699073781,3.588886946,-0.27053787
-3.106168013,-4.198312946,4.003522102,-0.331182219
-2.985211608,-3.683247221,3.604459884,-0.276753394
-2.759252869,-3.687121092,3.826172734,-0.300616173
-2.250821268,-3.34929587,4.006165618,-0.449152061
-2.67877233,-3.365917129,3.59524884,-0.356872666
-2.780473558,-3.708160063,3.829436307,-0.297556157
-3.00325534,-3.695666738,3.599349784,-0.274639488
-3.19060384,-4.215077961,3.844175062,-0.253055043
-2.600888585,-3.706069464,4.012020275,-0.323964607
-3.24547885,-4.18047374,3.829665888,-0.18808343
-3.110807391,-4.203674948,4.00087888,-0.328063598
-2.716740316,-2.882924441,3.637625621,-0.306593255
-3.266251458,-4.203675679,3.829762734,-0.186093253
-2.593925713,-3.687816892,4.004364564,-0.325625908
-3.503113411,-4.201235467,3.604587368,-0.185900161
-2.661757317,-3.358054734,3.605835206,-0.361410457
-2.254363869,-3.355026976,4.010149892,-0.450225471
-2.580630783,-3.68936905,4.016673241,-0.327721194
-2.756163178,-3.675358043,3.819286413,-0.304103001
-3.282713494,-4.19752137,3.812559308,-0.182808249
-2.266064347,-3.360404886,3.999145566,-0.444741286
-2.611031786,-3.713763884,4.008353844,-0.320371329
-3.521683427,-4.206457608,3.593675279,-0.182319884
-2.262091959,-3.358102383,4.002626212,-0.447888192
-3.278792435,-4.215870585,3.827297628,-0.182647004
-2.421867103,-3.349840432,3.832011134,-0.375856787
-2.442608839,-3.361903712,3.820127377,-0.370430206
-2.249959772,-3.350372412,4.008783691,-0.450821825
-3.092615004,-4.191343524,4.009541906,-0.33297346
-2.995147174,-3.694840204,3.606988953,-0.2760938
-3.261393371,-4.199967655,3.827664243,-0.18326099
-2.768635178,-3.691456264,3.823292579,-0.299131738
-2.654536391,-3.348128606,3.598839813,-0.362524202
-3.28701061,-4.211231759,3.823103295,-0.183733868
-2.972725777,-3.675664205,3.606679116,-0.279110353
-3.133795344,-4.22437176,3.999729789,-0.326898102
-2.24277857,-3.338912079,4.006192937,-0.455169377
-2.648073019,-2.53388592,4.006165609,-0.343567974
-2.990244307,-3.690607754,3.60690609,-0.27643551
-2.419489287,-3.342575224,3.827508775,-0.378905281
-2.422462774,-3.344320551,3.823254871,-0.376653905
-2.569949016,-3.665548945,4.007275687,-0.329093724
-2.253942384,-3.352126262,4.003862329,-0.449783687
-2.666058351,-3.356009094,3.596906328,-0.3594772
-3.48315761,-4.18562615,3.603735929,-0.187424915
-2.255724514,-3.356358846,4.009087031,-0.44963664
-2.77812481,-3.7023465,3.824196855,-0.298612773
-3.49998727,-4.196052185,3.607261657,-0.188094549
-2.441361178,-3.361222678,3.822724131,-0.369726476
-2.435950918,-3.354859645,3.81895592,-0.372151709
-2.304095168,-3.733103664,3.924335711,-0.356843359
-2.421714033,-3.347571675,3.828250325,-0.375743373
-3.076411416,-4.180397929,4.010129539,-0.334097643
-3.267100227,-4.190518199,3.818638253,-0.183997879
-2.784529307,-3.701395059,3.817379603,-0.298628798
-3.00821223,-3.704178867,3.606302456,-0.274481437
-2.678447325,-3.361224733,3.590673287,-0.356229245
-3.283378037,-4.213682326,3.825892027,-0.184452481
-3.271695592,-4.214435421,3.830919813,-0.183948838
-2.261003509,-3.362993316,4.007431799,-0.448323696
-2.262815715,-3.366380299,4.009459092,-0.444353194
-2.251771888,-3.353840559,4.010859562,-0.451355046
-2.748909224,-3.675635863,3.826382034,-0.305187973
-2.432619286,-3.360124841,3.830332855,-0.372724418
-2.763572849,-3.682949485,3.820829295,-0.301104995
-3.092454559,-4.192726838,4.010987474,-0.333097503
-2.670684358,-3.36100502,3.59834627,-0.358362007
-3.507138148,-4.210307296,3.609039502,-0.186534366
-3.493682572,-4.195595181,3.604744487,-0.186767655
-3.477955172,-2.731725189,3.822641026,-0.287507274
-3.001525105,-3.698879316,3.608464331,-0.275101659
-2.661843864,-3.354937498,3.599246663,-0.360917038
-3.524587532,-4.212632476,3.598944468,-0.182036976
-2.68487721,-3.372219613,3.602429329,-0.357470648
-2.762154599,-3.68276618,3.820351898,-0.303897933
-3.240861497,-4.178476037,3.82910658,-0.188013228
-3.495342991,-4.207413173,3.610646763,-0.185009195
-3.10646764,-4.200080177,4.004947883,-0.331307096
-3.559946099,-4.242338115,3.600385568,-0.180040176
-2.995272837,-3.687367958,3.599064835,-0.274862491
-2.42538269,-3.349814301,3.82658075,-0.374555438
-2.974407636,-3.078609024,3.902558751,-0.328173851
-2.430373725,-3.352252816,3.825879682,-0.375542533
-2.77224071,-3.693542502,3.820311474,-0.298448786
-3.48240417,-4.197729132,3.61212571,-0.187349775
-2.260029716,-3.359364918,4.006706456,-0.448087548
-2.256061657,-3.351750799,4.002398115,-0.449355573
-2.24948584,-3.350085648,4.00969595,-0.452378459
-2.250916141,-3.354727147,4.013611929,-0.452877509
-2.581425332,-3.675642806,4.006298604,-0.327853383
-3.128998629,-4.220195445,4.000603582,-0.32583821
-2.259494027,-3.358601143,4.004735772,-0.445030295
-2.152388882,-4.288155279,4.006488926,-0.329331096
-3.118973845,-4.22153862,4.006959933,-0.329193683
-2.664161567,-3.355581861,3.59791631,-0.359931398
-2.65295299,-3.341196018,3.590257871,-0.363599283
-3.131971206,-4.223239337,4.000146384,-0.32676218
-3.098842662,-4.195235083,4.007828123,-0.332259577
-2.644411238,-3.345106807,3.605829388,-0.363107935
-2.940047815,-2.987293569,3.824593465,-0.341221774
-2.425487935,-3.348766339,3.824707362,-0.372869035
-3.270810152,-4.205645921,3.828611111,-0.186241172
-2.768187803,-3.691408986,3.822189808,-0.30039322
-2.588072591,-3.686439657,4.006196514,-0.327335288
-2.598130666,-3.692772949,4.001684823,-0.321069033
-2.99692293,-3.688768683,3.597802502,-0.275338714
-2.650363378,-3.349007245,3.608713774,-0.365851579
-2.654615887,-3.348018872,3.599274834,-0.363635481
-3.150605283,-4.709395433,3.700870916,-0.350765437
-2.259082015,-3.359882779,4.008330241,-0.447520691
-3.470718936,-4.386277425,3.60145873,-0.27431962
-2.754566231,-3.687391973,3.832356233,-0.303796445
-2.992045018,-3.685058599,3.603200208,-0.276727954
-2.261725759,-3.357207793,4.00031732,-0.446474656
-2.666804941,-3.363751075,3.609099067,-0.360748401
-2.443366833,-3.366456292,3.825104312,-0.369874391
-2.429312668,-3.346193368,3.819961856,-0.373556271
-3.060295835,-4.163840641,4.012794407,-0.336452549
-3.014971885,-3.701014763,3.597246787,-0.273425246
-2.979971196,-3.673279173,3.597328146,-0.279442068
-2.426951212,-3.344498773,3.818573878,-0.374771901
-2.606151985,-3.699943337,4.00200053,-0.322269311
-2.262213659,-3.358145809,4.001418979,-0.44480908
-2.911740682,-2.884162659,4.006963585,-0.361613197
-2.746983874,-3.676043703,3.829163219,-0.305459756
-2.428947467,-3.355336337,3.829092528,-0.374029923
-2.422297073,-3.343516024,3.825366833,-0.37698316
-2.652852153,-3.352344299,3.608286855,-0.364928411
-2.580312472,-3.683852155,4.01266824,-0.328132192
-2.644930563,-3.34896432,3.612716999,-0.364522542
-2.653352448,-3.346866094,3.601412777,-0.365114358
-2.655354498,-3.344249257,3.593321959,-0.364203516
-2.746227878,-3.671908817,3.825586931,-0.305174106
-2.765655825,-3.69557595,3.828131813,-0.301162471
-2.774849929,-3.695033027,3.821055467,-0.299400533
-3.496586494,-4.195688176,3.602922184,-0.186351096
-2.643481757,-4.402373164,3.830105965,-0.331909539
-3.506880189,-4.199977025,3.599352991,-0.185864287
-2.42703147,-3.35378631,3.829594098,-0.373667977
-2.678265668,-3.365631826,3.596181918,-0.357024066
-2.493021046,-2.672990085,3.774032909,-0.294767519
-3.10478527,-4.198772833,4.004048828,-0.33127277
-2.270089741,-3.36459965,3.998942738,-0.443859214
-2.766089304,-3.686359842,3.819875991,-0.300429204
-3.519026175,-4.194497255,3.588342824,-0.182636461
-2.76091084,-3.684190166,3.823703066,-0.302695861
-3.087023191,-4.190637366,4.010695549,-0.333851945
-2.594164052,-3.694456449,4.007108825,-0.323525894
-2.583888827,-3.684676534,4.009186465,-0.326679357
-2.763145968,-3.693246001,3.828332909,-0.30182101
-3.008797008,-3.692581668,3.594068017,-0.273130111
-2.433916209,-3.352567896,3.8226757,-0.373891238
-2.645686869,-3.34409867,3.602245055,-0.364212146
-2.435231076,-3.351457991,3.819809631,-0.37381321
-3.294960794,-4.235789518,3.831427283,-0.182673486
-2.564450729,-3.794008812,3.812700973,-0.35355095
-2.81523626,-2.968355213,3.903997308,-0.248802142
-3.105144444,-4.219694908,4.01494105,-0.330213717
-2.420690266,-3.344805037,3.826170311,-0.374447275
-3.063958777,-3.476611239,3.769534318,-0.316918413
-2.257742491,-3.351628793,4.000838075,-0.448336697
-2.975726001,-3.68655904,3.616862423,-0.280978593
-2.250613129,-3.351347665,4.010332706,-0.449512631
-3.502936716,-4.21252755,3.611210218,-0.18599961
-2.976969804,-3.676611774,3.605655324,-0.279405118
-2.246146434,-3.358315932,4.021218672,-0.451415363
-3.528174056,-4.212665311,3.598573783,-0.184950745
-2.58898952,-3.683430929,4.003075249,-0.324385781
-2.647906474,-3.343344904,3.600847753,-0.364438197
-3.09888756,-4.198968385,4.006417525,-0.330838477
-2.431750323,-3.350717193,3.822200706,-0.375250352
-3.515437564,-4.201533078,3.596879365,-0.185823579
-3.255374111,-4.199455413,3.832093041,-0.186023143
-2.577363874,-3.669941504,4.001477198,-0.32608035
-3.116022112,-4.202102994,3.999893508,-0.32893241
-3.485898404,-4.169209296,3.589501108,-0.186460943
-2.651238465,-3.344256878,3.598017746,-0.36555896
-2.755541591,-3.681535277,3.825768392,-0.302841559
-2.588428598,-3.684381873,4.003642073,-0.324733682
-2.431587534,-3.350732854,3.820485388,-0.375219169
-2.448186915,-3.371057986,3.824526784,-0.368736763
-3.093567129,-4.20115381,4.010812161,-0.330390422
-3.29462315,-4.220180307,3.821264007,-0.181996356
-3.114124189,-4.226868883,4.010241992,-0.327900013
-3.093056925,-4.181852363,4.003833468,-0.332397171
-3.554152095,-4.240068125,3.606046841,-0.182655525
-3.125813295,-4.209736629,3.99760683,-0.327945647
-2.26431763,-3.361986269,4.001582674,-0.442747514
-3.334655782,-4.248957173,3.815116633,-0.177617189
-3.006882615,-3.69728767,3.601027497,-0.274116459
-2.600147754,-3.693053147,4.001661751,-0.323044693
-2.571029905,-3.668338693,4.006944953,-0.330512867
-3.466764476,-2.838286808,3.872712563,-0.305954875
-3.51073079,-4.205168537,3.604555053,-0.186627418
-3.480792856,-4.189039457,3.607412003,-0.187230648
-3.090813184,-4.176693954,4.001018243,-0.331541175
-2.599145888,-3.702443364,4.008700627,-0.322564349
-3.466868283,-4.173882584,3.606643703,-0.18895019
